index,raw_payload,rejection_reason
105630,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""7"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""7"", ""arrival_date_day_of_month"": ""13"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""D"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""7"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-13""}",No guests in booking
105726,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""7"", ""arrival_date_day_of_month"": ""15"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""7"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-15""}",No guests in booking
105728,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""7"", ""arrival_date_day_of_month"": ""15"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""7"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-15""}",No guests in booking
106556,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""27"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""85"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-27""}",No guests in booking
106561,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""11"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""January"", ""arrival_date_week_number"": ""3"", ""arrival_date_day_of_month"": ""15"", ""stays_in_weekend_nights"": ""13"", ""stays_in_week_nights"": ""30"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""USA"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""14"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-27""}",No guests in booking
106562,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""1"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""7"", ""arrival_date_day_of_month"": ""12"", ""stays_in_weekend_nights"": ""5"", ""stays_in_week_nights"": ""10"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""GBR"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""8"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""35.81"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-27""}",No guests in booking
106570,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""27"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""3"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-02-27""}",No guests in booking
106647,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""1"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-01""}",No guests in booking
106706,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""1"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-01""}",No guests in booking
106833,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""50"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""1"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""IRN"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""86"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""86.4"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-04""}",No guests in booking
107026,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""37"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""February"", ""arrival_date_week_number"": ""8"", ""arrival_date_day_of_month"": ""22"", ""stays_in_weekend_nights"": ""3"", ""stays_in_week_nights"": ""9"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""ITA"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""4"", ""deposit_type"": ""No Deposit"", ""agent"": ""28"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-06""}",No guests in booking
107027,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""2"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-06""}",No guests in booking
107033,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""7"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""22"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-07""}",No guests in booking
107154,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""51"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""8"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""D"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""28"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-08""}",No guests in booking
107157,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""9"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""15"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-09""}",No guests in booking
107510,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""17"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""3"", ""stays_in_weekend_nights"": ""3"", ""stays_in_week_nights"": ""7"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""FRA"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""354"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-13""}",No guests in booking
107543,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""11"", ""arrival_date_day_of_month"": ""15"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""132"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-15""}",No guests in booking
107594,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""9"", ""arrival_date_day_of_month"": ""4"", ""stays_in_weekend_nights"": ""4"", ""stays_in_week_nights"": ""7"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""5"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""8"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-15""}",No guests in booking
107676,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""11"", ""arrival_date_day_of_month"": ""17"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-17""}",No guests in booking
107977,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""12"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""GBR"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""1"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-21""}",No guests in booking
107992,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""7"", ""stays_in_weekend_nights"": ""4"", ""stays_in_week_nights"": ""10"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""8"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-21""}",No guests in booking
108233,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""12"", ""arrival_date_day_of_month"": ""24"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""C"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""155"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-24""}",No guests in booking
108234,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""12"", ""arrival_date_day_of_month"": ""24"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""G"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""86"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-24""}",No guests in booking
108235,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""12"", ""arrival_date_day_of_month"": ""24"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""G"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""86"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-24""}",No guests in booking
109038,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""2"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""9"", ""stays_in_weekend_nights"": ""8"", ""stays_in_week_nights"": ""19"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""G"", ""assigned_room_type"": ""K"", ""booking_changes"": ""14"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-04-05""}",No guests in booking
109945,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""10"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""15"", ""arrival_date_day_of_month"": ""14"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""ESP"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""14"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-04-19""}",No guests in booking
110280,"{""hotel"": ""City Hotel"", ""is_canceled"": ""1"", ""lead_time"": ""132"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""17"", ""arrival_date_day_of_month"": ""25"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""FRA"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""3"", ""reservation_status"": ""Canceled"", ""reservation_status_date"": ""2017-04-25""}",No guests in booking
